,state,district_name,candidate_name,candidate_incumbant,candidate_winner,candidate_party,candidate_votes,candidate_pct,distrcit_pct_reporting,race
690,Montana,District 2,Sam Rankin,False,False,Libertarian,3014,1.4,99.0,house
691,Montana,District 2,Write-ins,False,False,N/A,0,0.0,99.0,house
692,Nebraska,District 1,Mike Flood,True,True,Republican,127623,58.1,95.0,house
693,Nebraska,District 1,Patty Pansing Brooks,False,False,Democrat,91919,41.9,95.0,house
694,Nebraska,District 1,Write-ins,False,False,N/A,75,0.1,95.0,house
695,Nebraska,District 2,Don Bacon,True,True,Republican,111388,51.4,99.0,house
696,Nebraska,District 2,Tony Vargas,False,False,Democrat,104868,48.4,99.0,house
697,Nebraska,District 2,Write-ins,False,False,N/A,634,0.3,99.0,house
698,Nebraska,District 3,Adrian Smith,True,True,Republican,171967,78.3,92.0,house
699,Nebraska,District 3,David Else,False,False,Democrat,34703,15.8,92.0,house
700,Nebraska,District 3,Mark Elworth,False,False,Legal Marijuana Now,12915,5.9,92.0,house
701,Nebraska,District 3,Write-ins,False,False,N/A,65,0.1,92.0,house
702,Nevada,District 1,Dina Titus,True,True,Democrat,114333,51.5,98.0,house
703,Nevada,District 1,Mark Robertson,False,False,Republican,102120,46.0,98.0,house
704,Nevada,District 1,Ken Cavanaugh,False,False,Libertarian,5474,2.5,98.0,house
705,Nevada,District 2,Mark Amodei,True,True,Republican,180472,59.7,99.0,house
706,Nevada,District 2,Elizabeth Mercedes Krause,False,False,Democrat,114266,37.8,99.0,house
707,Nevada,District 2,Russell Best,False,False,Independent American,4038,1.3,99.0,house
708,Nevada,District 2,Darryl Baber,False,False,Libertarian,3318,1.1,99.0,house
709,Nevada,District 3,Susie Lee,True,True,Democrat,129521,52.0,98.0,house
710,Nevada,District 3,April Becker,False,False,Republican,119754,48.0,98.0,house
711,Nevada,District 4,Steven Horsford,True,True,Democrat,115259,52.4,99.0,house
712,Nevada,District 4,Sam Peters,False,False,Republican,104865,47.6,99.0,house
713,New Hampshire,District 1,Chris Pappas,True,True,Democrat,167347,54.0,99.0,house
714,New Hampshire,District 1,Karoline Leavitt,False,False,Republican,142141,45.9,99.0,house
715,New Hampshire,District 1,Write-ins,False,False,N/A,361,0.1,99.0,house
716,New Hampshire,District 2,Ann Kuster,True,True,Democrat,171633,55.8,99.0,house
717,New Hampshire,District 2,Robert Burns,False,False,Republican,135577,44.1,99.0,house
718,New Hampshire,District 2,Write-ins,False,False,N/A,369,0.1,99.0,house
719,New Jersey,District 1,Donald Norcross,True,True,Democrat,135646,62.1,99.0,house
720,New Jersey,District 1,Claire Gustafson,False,False,Republican,77108,35.3,99.0,house
721,New Jersey,District 1,Patricia Kline,False,False,Independent,3251,1.5,99.0,house
722,New Jersey,District 1,Isaiah Fletcher,False,False,Libertarian,1492,0.7,99.0,house
723,New Jersey,District 1,Allen Cannon,False,False,Independent,620,0.3,99.0,house
724,New Jersey,District 1,Write-ins,False,False,N/A,223,0.1,99.0,house
725,New Jersey,District 2,Jeff Van Drew,True,True,Republican,128199,61.0,95.0,house
726,New Jersey,District 2,Tim Alexander,False,False,Democrat,79362,37.8,95.0,house
727,New Jersey,District 2,Mike Gallo,False,False,Libertarian,1668,0.8,95.0,house
728,New Jersey,District 2,Anthony Parisi Sanchez,False,False,Independent,806,0.4,95.0,house
729,New Jersey,District 2,Write-ins,False,False,N/A,82,0.1,95.0,house
730,New Jersey,District 3,Andy Kim,True,True,Democrat,141135,54.7,99.0,house
731,New Jersey,District 3,Bob Healey,False,False,Republican,114473,44.4,99.0,house
732,New Jersey,District 3,Christopher Russomanno,False,False,Libertarian,1270,0.5,99.0,house
733,New Jersey,District 3,Gregory Sobocinski,False,False,Independent,1078,0.4,99.0,house
734,New Jersey,District 3,Write-ins,False,False,N/A,104,0.1,99.0,house
735,New Jersey,District 4,Chris Smith,True,True,Republican,170066,67.1,99.0,house
736,New Jersey,District 4,Matthew Jenkins,False,False,Democrat,78753,31.1,99.0,house
737,New Jersey,District 4,Jason Cullen,False,False,Libertarian,1850,0.7,99.0,house
738,New Jersey,District 4,David Schmidt,False,False,Independent,1168,0.5,99.0,house
739,New Jersey,District 4,Hank Schroeder,False,False,Independent,887,0.4,99.0,house
740,New Jersey,District 4,Pam Daniels,False,False,Independent,421,0.2,99.0,house
741,New Jersey,District 4,Write-ins,False,False,N/A,195,0.1,99.0,house
742,New Jersey,District 5,Josh Gottheimer,True,True,Democrat,141039,54.3,99.0,house
743,New Jersey,District 5,Frank Pallotta,False,False,Republican,115906,44.7,99.0,house
744,New Jersey,District 5,Jeremy Marcus,False,False,Libertarian,1170,0.5,99.0,house
745,New Jersey,District 5,Trevor Ferrigno,False,False,Independent,689,0.3,99.0,house
746,New Jersey,District 5,Louis Vellucci,False,False,Independent,606,0.2,99.0,house
747,New Jersey,District 5,Write-ins,False,False,N/A,157,0.1,99.0,house
748,New Jersey,District 6,Frank Pallone,True,True,Democrat,101757,57.1,93.0,house
749,New Jersey,District 6,Susan Kiley,False,False,Republican,73675,41.3,93.0,house
750,New Jersey,District 6,Tara Fisher,False,False,Libertarian,1305,0.7,93.0,house
751,New Jersey,District 6,Inder Soni,False,False,Independent,892,0.5,93.0,house
752,New Jersey,District 6,Eric Antisell,False,False,Independent,505,0.3,93.0,house
753,New Jersey,District 6,Write-ins,False,False,N/A,200,0.1,93.0,house
754,New Jersey,District 7,"Thomas Kean Jr.
FLIP",False,True,Republican,154590,52.0,99.0,house
755,New Jersey,District 7,Tom Malinowski,True,False,Democrat,142365,47.9,99.0,house
756,New Jersey,District 7,Write-ins,False,False,N/A,507,0.2,99.0,house
757,New Jersey,District 8,Robert J Menendez,False,True,Democrat,73765,73.1,76.0,house
758,New Jersey,District 8,Marcos Arroyo,False,False,Republican,23960,23.8,76.0,house
759,New Jersey,District 8,Joanne Kuniansky,False,False,Socialist Workers Party,958,0.9,76.0,house
760,New Jersey,District 8,Dan Delaney,False,False,Libertarian,728,0.7,76.0,house
761,New Jersey,District 8,David Cook,False,False,Independent,668,0.7,76.0,house
762,New Jersey,District 8,Pablo Olivera,False,False,Independent,381,0.4,76.0,house
763,New Jersey,District 8,John Salierno,False,False,Independent,233,0.2,76.0,house
764,New Jersey,District 8,Write-ins,False,False,N/A,181,0.2,76.0,house
765,New Jersey,District 9,Bill Pascrell,True,True,Democrat,78465,54.4,85.0,house
766,New Jersey,District 9,Billy Prempeh,False,False,Republican,63652,44.1,85.0,house
767,New Jersey,District 9,Lea Sherman,False,False,Socialist Workers Party,1037,0.7,85.0,house
768,New Jersey,District 9,Sean Armstrong,False,False,Libertarian,1011,0.7,85.0,house
769,New Jersey,District 9,Write-ins,False,False,N/A,76,0.1,85.0,house
770,New Jersey,District 10,Donald Payne,True,True,Democrat,94858,77.1,79.0,house
771,New Jersey,District 10,David Pinckney,False,False,Republican,25218,20.5,79.0,house
772,New Jersey,District 10,Cynthia Johnson,False,False,Independent,1855,1.5,79.0,house
773,New Jersey,District 10,Kendal Ludden,False,False,Libertarian,604,0.5,79.0,house
774,New Jersey,District 10,Clenard Childress,False,False,Independent,369,0.3,79.0,house
775,New Jersey,District 10,Write-ins,False,False,N/A,130,0.1,79.0,house
776,New Jersey,District 11,Mikie Sherrill,True,True,Democrat,149054,58.0,99.0,house
777,New Jersey,District 11,Paul DeGroot,False,False,Republican,105518,41.1,99.0,house
778,New Jersey,District 11,Joseph Biasco,False,False,Libertarian,2130,0.8,99.0,house
779,New Jersey,District 11,Write-ins,False,False,N/A,106,0.1,99.0,house
780,New Jersey,District 12,Bonnie Watson Coleman,True,True,Democrat,113784,62.0,94.0,house
781,New Jersey,District 12,Darius Mayfield,False,False,Republican,67738,36.9,94.0,house
782,New Jersey,District 12,Lynn Genrich,False,False,Libertarian,1789,1.0,94.0,house
783,New Jersey,District 12,Write-ins,False,False,N/A,163,0.1,94.0,house
784,New Mexico,District 1,Melanie Stansbury,True,True,Democrat,156187,55.7,99.0,house
785,New Mexico,District 1,Michelle Garcia Holmes,False,False,Republican,123984,44.2,99.0,house
786,New Mexico,District 1,Write-ins,False,False,N/A,34,0.1,99.0,house
787,New Mexico,District 2,"Gabriel Vasquez
FLIP",False,True,Democrat,96869,50.3,99.0,house
788,New Mexico,District 2,Yvette Herrell,True,False,Republican,95560,49.7,99.0,house
789,New Mexico,District 2,Write-ins,False,False,N/A,21,0.1,99.0,house
790,New Mexico,District 3,Teresa Leger Fernandez,True,True,Democrat,133944,58.1,99.0,house
791,New Mexico,District 3,Alexis Martinez Johnson,False,False,Republican,96505,41.9,99.0,house
792,New Mexico,District 3,Write-ins,False,False,N/A,0,0.0,99.0,house
793,New York,District 1,Nicholas LaLota,False,True,Republican,173275,55.8,99.0,house
794,New York,District 1,Bridget Fleming,False,False,Democrat,136899,44.1,99.0,house
795,New York,District 1,Write-ins,False,False,N/A,298,0.1,99.0,house
796,New York,District 2,Andrew Garbarino,True,True,Republican,148649,60.9,93.0,house
797,New York,District 2,Jackie Gordon,False,False,Democrat,95203,39.0,93.0,house
798,New York,District 2,Write-ins,False,False,N/A,317,0.1,93.0,house
799,New York,District 3,"George Santos
FLIP",False,True,Republican,142472,54.1,90.0,house
800,New York,District 3,Robert Zimmerman,False,False,Democrat,120737,45.9,90.0,house
801,New York,District 3,Write-ins,False,False,N/A,93,0.1,90.0,house
802,New York,District 4,"Anthony D'Esposito
FLIP",False,True,Republican,138831,51.9,93.0,house
803,New York,District 4,Laura Gillen,False,False,Democrat,128783,48.1,93.0,house
804,New York,District 4,Write-ins,False,False,N/A,66,0.1,93.0,house
805,New York,District 5,Gregory Meeks,True,True,Democrat,97981,75.1,68.0,house
806,New York,District 5,Paul King,False,False,Republican,32393,24.8,68.0,house
807,New York,District 5,Write-ins,False,False,N/A,154,0.1,68.0,house
808,New York,District 6,Grace Meng,True,True,Democrat,79506,63.2,74.0,house
809,New York,District 6,Thomas Zmich,False,False,Republican,46188,36.7,74.0,house
810,New York,District 6,Write-ins,False,False,N/A,117,0.1,74.0,house
811,New York,District 7,Nydia Velazquez,True,True,Democrat,134066,81.5,90.0,house
812,New York,District 7,Juan Pagan,False,False,Republican,30262,18.4,90.0,house
813,New York,District 7,Write-ins,False,False,N/A,252,0.2,90.0,house
814,New York,District 8,Hakeem Jeffries,True,True,Democrat,93295,72.3,71.0,house
815,New York,District 8,Yuri Dashevsky,False,False,Republican,35486,27.5,71.0,house
816,New York,District 8,Write-ins,False,False,N/A,173,0.1,71.0,house
817,New York,District 9,Yvette Clarke,True,True,Democrat,111162,82.0,73.0,house
818,New York,District 9,Menachem Raitport,False,False,Conservative,24143,17.8,73.0,house
819,New York,District 9,Write-ins,False,False,N/A,340,0.3,73.0,house
820,New York,District 10,Dan Goldman,False,True,Democrat,197202,83.9,99.0,house
821,New York,District 10,Benine Hamdan,False,False,Republican,34646,14.7,99.0,house
822,New York,District 10,Steve Speer,False,False,MFP,1863,0.8,99.0,house
823,New York,District 10,Write-ins,False,False,N/A,1398,0.6,99.0,house
824,New York,District 11,Nicole Malliotakis,True,True,Republican,124902,60.8,92.0,house
825,New York,District 11,Max Rose,False,False,Democrat,80093,39.0,92.0,house
826,New York,District 11,Write-ins,False,False,N/A,325,0.2,92.0,house
827,New York,District 12,Jerrold Nadler,True,True,Democrat,186357,81.5,92.0,house
828,New York,District 12,Michael Zumbluskas,False,False,Republican,41264,18.1,92.0,house
829,New York,District 12,Mikhail Itkis,False,False,Independent,583,0.3,92.0,house
830,New York,District 12,Write-ins,False,False,N/A,382,0.2,92.0,house
831,New York,District 13,Adriano Espaillat,True,True,Democrat,109014,98.9,58.0,house
832,New York,District 13,Write-ins,False,False,N/A,1203,1.1,58.0,house
833,New York,District 14,Alexandria Ocasio-Cortez,True,True,Democrat,117575,71.1,97.0,house
834,New York,District 14,Tina Forte,False,False,Republican,44240,26.8,97.0,house
835,New York,District 14,Desi Cuellar,False,False,Conservative,3118,1.9,97.0,house
836,New York,District 14,Write-ins,False,False,N/A,317,0.2,97.0,house
837,New York,District 15,Ritchie Torres,True,True,Democrat,72610,82.5,58.0,house
838,New York,District 15,Stylo Sapaskis,False,False,Republican,15265,17.3,58.0,house
839,New York,District 15,Write-ins,False,False,N/A,160,0.2,58.0,house
840,New York,District 16,Jamaal Bowman,True,True,Democrat,131185,64.1,88.0,house
841,New York,District 16,Miriam Flisser,False,False,Republican,73238,35.8,88.0,house
842,New York,District 16,Write-ins,False,False,N/A,237,0.1,88.0,house
843,New York,District 17,"Michael Lawler
FLIP",False,True,Republican,141721,50.4,99.0,house
844,New York,District 17,Sean Patrick Maloney,True,False,Democrat,139082,49.5,99.0,house
845,New York,District 17,Write-ins,False,False,N/A,152,0.1,99.0,house
846,New York,District 18,Pat Ryan,True,True,Democrat,131474,50.4,98.0,house
847,New York,District 18,Colin Schmitt,False,False,Republican,129403,49.6,98.0,house
848,New York,District 18,Write-ins,False,False,N/A,148,0.1,98.0,house
849,New York,District 19,"Marc Molinaro
FLIP",False,True,Republican,142923,51.1,99.0,house
850,New York,District 19,Josh Riley,False,False,Democrat,136789,48.9,99.0,house
851,New York,District 19,Write-ins,False,False,N/A,100,0.1,99.0,house
852,New York,District 20,Paul Tonko,True,True,Democrat,157913,54.9,99.0,house
853,New York,District 20,Elizabeth Joy,False,False,Republican,129470,45.0,99.0,house
854,New York,District 20,Write-ins,False,False,N/A,143,0.1,99.0,house
855,New York,District 21,Elise Stefanik,True,True,Republican,165634,59.4,99.0,house
856,New York,District 21,Matt Castelli,False,False,Democrat,113255,40.6,99.0,house
857,New York,District 21,Write-ins,False,False,N/A,97,0.1,99.0,house
858,New York,District 22,Brandon Williams,False,True,Republican,133032,50.7,98.0,house
859,New York,District 22,Francis Conole,False,False,Democrat,129012,49.2,98.0,house
860,New York,District 22,Write-ins,False,False,N/A,152,0.1,98.0,house
861,New York,District 23,Nick Langworthy,False,True,Republican,189022,64.0,99.0,house
862,New York,District 23,Max Della Pia,False,False,Democrat,101643,34.4,99.0,house
863,New York,District 23,Write-ins,False,False,N/A,4678,1.6,99.0,house
864,New York,District 24,Claudia Tenney,True,True,Republican,177901,65.9,99.0,house
865,New York,District 24,Steve Holden,False,False,Democrat,91703,34.0,99.0,house
866,New York,District 24,Write-ins,False,False,N/A,164,0.1,99.0,house
867,New York,District 25,Joseph Morelle,True,True,Democrat,148681,53.6,98.0,house
868,New York,District 25,La'Ron Singletary,False,False,Republican,128502,46.3,98.0,house
869,New York,District 25,Write-ins,False,False,N/A,125,0.1,98.0,house
870,New York,District 26,Brian Higgins,True,True,Democrat,152983,63.8,94.0,house
871,New York,District 26,Steven Sams,False,False,Republican,86822,36.2,94.0,house
872,New York,District 26,Write-ins,False,False,N/A,146,0.1,94.0,house
873,North Carolina,District 1,Don Davis,False,True,Democrat,135004,52.3,99.0,house
874,North Carolina,District 1,Sandy Smith,False,False,Republican,122949,47.7,99.0,house
875,North Carolina,District 1,Write-ins,False,False,N/A,0,0.0,99.0,house
876,North Carolina,District 2,Deborah Ross,True,True,Democrat,186303,64.4,99.0,house
877,North Carolina,District 2,Christine Villaverde,False,False,Republican,102840,35.6,99.0,house
878,North Carolina,District 2,Write-ins,False,False,N/A,0,0.0,99.0,house
879,North Carolina,District 3,Greg Murphy,True,True,Republican,165690,67.0,99.0,house
880,North Carolina,District 3,Barbara Gaskins,False,False,Democrat,81503,33.0,99.0,house
881,North Carolina,District 3,Write-ins,False,False,N/A,2,0.1,99.0,house
882,North Carolina,District 4,Valerie Foushee,False,True,Democrat,191980,66.7,99.0,house
883,North Carolina,District 4,Courtney Geels,False,False,Republican,95811,33.3,99.0,house
884,North Carolina,District 4,Write-ins,False,False,N/A,0,0.0,99.0,house
885,North Carolina,District 5,Virginia Foxx,True,True,Republican,174154,63.4,99.0,house
886,North Carolina,District 5,Kyle Parrish,False,False,Democrat,100563,36.6,99.0,house
887,North Carolina,District 5,Write-ins,False,False,N/A,0,0.0,99.0,house
888,North Carolina,District 6,Kathy Manning,True,True,Democrat,138104,53.7,97.0,house
889,North Carolina,District 6,Christian Castelli,False,False,Republican,116076,45.2,97.0,house
890,North Carolina,District 6,Thomas Watercott,False,False,Libertarian,2770,1.1,97.0,house
891,North Carolina,District 6,Write-ins,False,False,N/A,0,0.0,97.0,house
892,North Carolina,District 7,David Rouzer,True,True,Republican,159982,57.8,99.0,house
893,North Carolina,District 7,Charles Graham,False,False,Democrat,116640,42.2,99.0,house
894,North Carolina,District 7,Write-ins,False,False,N/A,0,0.0,99.0,house
895,North Carolina,District 8,Dan Bishop,True,True,Republican,182666,70.1,99.0,house
896,North Carolina,District 8,Scott Huffman,False,False,Democrat,77896,29.9,99.0,house
897,North Carolina,District 8,Write-ins,False,False,N/A,0,0.0,99.0,house
898,North Carolina,District 9,Richard Hudson,True,True,Republican,130762,56.7,96.0,house
899,North Carolina,District 9,Ben Clark,False,False,Democrat,99848,43.3,96.0,house
900,North Carolina,District 9,Write-ins,False,False,N/A,0,0.0,96.0,house
901,North Carolina,District 10,Patrick McHenry,True,True,Republican,194001,72.7,99.0,house
902,North Carolina,District 10,Pam Genant,False,False,Democrat,72359,27.1,99.0,house
903,North Carolina,District 10,Write-ins,False,False,N/A,349,0.1,99.0,house
904,North Carolina,District 11,Chuck Edwards,False,True,Republican,173930,53.8,99.0,house
905,North Carolina,District 11,Jasmine Beach-Ferrara,False,False,Democrat,143811,44.5,99.0,house
906,North Carolina,District 11,David Coatney,False,False,Libertarian,5479,1.7,99.0,house
907,North Carolina,District 11,Write-ins,False,False,N/A,0,0.0,99.0,house
908,North Carolina,District 12,Alma Adams,True,True,Democrat,139667,62.7,91.0,house
909,North Carolina,District 12,Tyler Lee,False,False,Republican,83056,37.3,91.0,house
910,North Carolina,District 12,Write-ins,False,False,N/A,0,0.0,91.0,house
911,North Carolina,District 13,"Wiley Nickel
FLIP",False,True,Democrat,140531,51.3,99.0,house
912,North Carolina,District 13,Bo Hines,False,False,Republican,133291,48.7,99.0,house
913,North Carolina,District 13,Write-ins,False,False,N/A,0,0.0,99.0,house
914,North Carolina,District 14,Jeff Jackson,False,True,Democrat,148388,57.7,97.0,house
915,North Carolina,District 14,Pat Harrigan,False,False,Republican,108767,42.3,97.0,house
916,North Carolina,District 14,Write-ins,False,False,N/A,0,0.0,97.0,house
917,North Dakota,North Dakota at large,Kelly Armstrong,True,True,Republican,147984,62.3,95.0,house
918,North Dakota,North Dakota at large,Cara Mund,False,False,Independent,89379,37.6,95.0,house
919,North Dakota,North Dakota at large,Write-ins,False,False,N/A,167,0.1,95.0,house
920,Ohio,District 1,"Greg Landsman
FLIP",False,True,Democrat,151418,52.5,91.0,house
921,Ohio,District 1,Steve Chabot,True,False,Republican,137213,47.5,91.0,house
922,Ohio,District 1,Write-ins,False,False,N/A,0,0.0,91.0,house
923,Ohio,District 2,Brad Wenstrup,True,True,Republican,188300,74.5,89.0,house
924,Ohio,District 2,Samantha Meadows,False,False,Democrat,64329,25.5,89.0,house
925,Ohio,District 2,Write-ins,False,False,N/A,0,0.0,89.0,house
926,Ohio,District 3,Joyce Beatty,True,True,Democrat,174846,70.1,82.0,house
927,Ohio,District 3,Lee Stahley,False,False,Republican,74335,29.8,82.0,house
928,Ohio,District 3,Write-ins,False,False,N/A,280,0.1,82.0,house
929,Ohio,District 4,Jim Jordan,True,True,Republican,196898,69.3,95.0,house
930,Ohio,District 4,Tamie Wilson,False,False,Democrat,87144,30.7,95.0,house
931,Ohio,District 4,Write-ins,False,False,N/A,0,0.0,95.0,house
932,Ohio,District 5,Bob Latta,True,True,Republican,184205,67.0,93.0,house
933,Ohio,District 5,Craig Swartz,False,False,Democrat,90614,33.0,93.0,house
934,Ohio,District 5,Write-ins,False,False,N/A,0,0.0,93.0,house
935,Ohio,District 6,Bill Johnson,True,True,Republican,186965,67.7,91.0,house
936,Ohio,District 6,Louis Lyras,False,False,Democrat,89086,32.3,91.0,house
937,Ohio,District 6,Write-ins,False,False,N/A,0,0.0,91.0,house
938,Ohio,District 7,Max Miller,False,True,Republican,164904,55.4,93.0,house
939,Ohio,District 7,Matthew Diemer,False,False,Democrat,132548,44.5,93.0,house
940,Ohio,District 7,Write-ins,False,False,N/A,263,0.1,93.0,house
941,Ohio,District 8,Warren Davidson,True,True,Republican,177132,64.9,91.0,house
942,Ohio,District 8,Vanessa Enoch,False,False,Democrat,95829,35.1,91.0,house
943,Ohio,District 8,Write-ins,False,False,N/A,0,0.0,91.0,house
944,Ohio,District 9,Marcy Kaptur,True,True,Democrat,147512,56.5,86.0,house
945,Ohio,District 9,J.R. Majewski,False,False,Republican,113363,43.5,86.0,house
946,Ohio,District 9,Write-ins,False,False,N/A,0,0.0,86.0,house
947,Ohio,District 10,Mike Turner,True,True,Republican,161792,62.2,89.0,house
948,Ohio,District 10,David Esrati,False,False,Democrat,98383,37.8,89.0,house
949,Ohio,District 10,Write-ins,False,False,N/A,0,0.0,89.0,house
950,Ohio,District 11,Shontel Brown,True,True,Democrat,162154,77.6,78.0,house
951,Ohio,District 11,Eric Brewer,False,False,Republican,46862,22.4,78.0,house
952,Ohio,District 11,Write-ins,False,False,N/A,0,0.0,78.0,house
953,Ohio,District 12,Troy Balderson,True,True,Republican,187322,69.5,92.0,house
954,Ohio,District 12,Amy Rippel-Elton,False,False,Democrat,82101,30.5,92.0,house
955,Ohio,District 12,Write-ins,False,False,N/A,0,0.0,92.0,house
956,Ohio,District 13,Emilia Sykes,False,True,Democrat,146621,52.6,92.0,house
957,Ohio,District 13,Madison Gesiotto Gilbert,False,False,Republican,132181,47.4,92.0,house
958,Ohio,District 13,Write-ins,False,False,N/A,0,0.0,92.0,house
959,Ohio,District 14,David Joyce,True,True,Republican,180251,61.9,94.0,house
960,Ohio,District 14,Matt Kilboy,False,False,Democrat,111155,38.1,94.0,house
961,Ohio,District 14,Write-ins,False,False,N/A,0,0.0,94.0,house
962,Ohio,District 15,Mike Carey,True,True,Republican,140012,57.2,93.0,house
963,Ohio,District 15,Gary Josephson,False,False,Democrat,104613,42.8,93.0,house
964,Ohio,District 15,Write-ins,False,False,N/A,0,0.0,93.0,house
965,Oklahoma,District 1,Kevin Hern,True,True,Republican,142800,61.2,99.0,house
966,Oklahoma,District 1,Adam Martin,False,False,Democrat,80974,34.7,99.0,house
967,Oklahoma,District 1,Evelyn Rogers,False,False,Independent,9721,4.2,99.0,house
968,Oklahoma,District 2,Josh Brecheen,False,True,Republican,167843,72.4,99.0,house
969,Oklahoma,District 2,Naomi Andrews,False,False,Democrat,54194,23.4,99.0,house
970,Oklahoma,District 2,Ben Robinson,False,False,Independent,9635,4.2,99.0,house
971,Oklahoma,District 3,Frank Lucas,True,True,Republican,147418,74.5,99.0,house
972,Oklahoma,District 3,Jeremiah Ross,False,False,Democrat,50354,25.5,99.0,house
973,Oklahoma,District 4,Tom Cole,True,True,Republican,149879,66.7,99.0,house
974,Oklahoma,District 4,Mary Brannon,False,False,Democrat,74667,33.3,99.0,house
975,Oklahoma,District 5,Stephanie Bice,True,True,Republican,152699,59.0,99.0,house
976,Oklahoma,District 5,Joshua Harris-Till,False,False,Democrat,96799,37.4,99.0,house
977,Oklahoma,District 5,David Frosch,False,False,Independent,9328,3.6,99.0,house
978,Oregon,District 1,Suzanne Bonamici,True,True,Democrat,176601,68.4,83.0,house
979,Oregon,District 1,Christopher Mann,False,False,Republican,81754,31.6,83.0,house
980,Oregon,District 1,Write-ins,False,False,N/A,208,0.1,83.0,house
981,Oregon,District 2,Cliff Bentz,True,True,Republican,199443,67.5,97.0,house
982,Oregon,District 2,Joe Yetter,False,False,Democrat,95807,32.4,97.0,house
983,Oregon,District 2,Write-ins,False,False,N/A,19,0.1,97.0,house
984,Oregon,District 3,Earl Blumenauer,True,True,Democrat,207518,70.2,95.0,house
985,Oregon,District 3,Joanna Harbour,False,False,Republican,77426,26.2,95.0,house
986,Oregon,District 3,David Delk,False,False,Progressive,10619,3.6,95.0,house
987,Oregon,District 3,Write-ins,False,False,N/A,256,0.1,95.0,house
988,Oregon,District 4,Val Hoyle,False,True,Democrat,164410,51.0,97.0,house
989,Oregon,District 4,Alek Skarlatos,False,False,Republican,138544,43.0,97.0,house
990,Oregon,District 4,Levi Leatherberry,False,False,Independent,8358,2.6,97.0,house
991,Oregon,District 4,Jim Howard,False,False,Constitution,5617,1.7,97.0,house
992,Oregon,District 4,Mike Beilstein,False,False,Pacific Green,5591,1.7,97.0,house
993,Oregon,District 4,Write-ins,False,False,N/A,35,0.1,97.0,house
994,Oregon,District 5,"Lori Chavez-DeRemer
FLIP",False,True,Republican,169024,51.1,99.0,house
995,Oregon,District 5,Jamie McLeod-Skinner,False,False,Democrat,161458,48.8,99.0,house
996,Oregon,District 5,Write-ins,False,False,N/A,177,0.1,99.0,house
997,Oregon,District 6,Andrea Salinas,False,True,Democrat,130906,50.1,87.0,house
998,Oregon,District 6,Mike Erickson,False,False,Republican,124610,47.7,87.0,house
999,Oregon,District 6,Larry McFarland,False,False,Constitution,5954,2.3,87.0,house
1000,Oregon,District 6,Write-ins,False,False,N/A,134,0.1,87.0,house
1001,Pennsylvania,District 1,Brian Fitzpatrick,True,True,Republican,199798,55.0,99.0,house
1002,Pennsylvania,District 1,Ashley Ehasz,False,False,Democrat,163265,44.9,99.0,house
1003,Pennsylvania,District 1,Write-ins,False,False,N/A,187,0.1,99.0,house
1004,Pennsylvania,District 2,Brendan Boyle,True,True,Democrat,137871,75.4,78.0,house
1005,Pennsylvania,District 2,Aaron Bashir,False,False,Republican,44993,24.6,78.0,house
1006,Pennsylvania,District 2,Write-ins,False,False,N/A,195,0.1,78.0,house
1007,Pennsylvania,District 3,Dwight Evans,True,True,Democrat,244787,95.2,92.0,house
1008,Pennsylvania,District 3,Chris Hoeppner,False,False,Socialist Workers Party,12359,4.8,92.0,house
1009,Pennsylvania,District 3,Write-ins,False,False,N/A,939,0.4,92.0,house
1010,Pennsylvania,District 4,Madeleine Dean,True,True,Democrat,222114,61.1,99.0,house
1011,Pennsylvania,District 4,Christian Nascimento,False,False,Republican,141368,38.9,99.0,house
1012,Pennsylvania,District 4,Write-ins,False,False,N/A,300,0.1,99.0,house
1013,Pennsylvania,District 5,Mary Gay Scanlon,True,True,Democrat,202271,64.9,99.0,house
1014,Pennsylvania,District 5,David Galluch,False,False,Republican,109574,35.1,99.0,house
1015,Pennsylvania,District 5,Write-ins,False,False,N/A,20,0.1,99.0,house
1016,Pennsylvania,District 6,Chrissy Houlahan,True,True,Democrat,188280,58.1,99.0,house
1017,Pennsylvania,District 6,Guy Ciarrocchi,False,False,Republican,135455,41.8,99.0,house
1018,Pennsylvania,District 6,Write-ins,False,False,N/A,191,0.1,99.0,house
1019,Pennsylvania,District 7,Susan Wild,True,True,Democrat,149609,50.8,96.0,house
1020,Pennsylvania,District 7,Lisa Scheller,False,False,Republican,144889,49.2,96.0,house
1021,Pennsylvania,District 7,Write-ins,False,False,N/A,0,0.0,96.0,house
1022,Pennsylvania,District 8,Matthew Cartwright,True,True,Democrat,144868,51.1,96.0,house
1023,Pennsylvania,District 8,Jim Bognet,False,False,Republican,138065,48.7,96.0,house
1024,Pennsylvania,District 8,Write-ins,False,False,N/A,331,0.1,96.0,house
1025,Pennsylvania,District 9,Daniel Meuser,True,True,Republican,207855,69.3,99.0,house
1026,Pennsylvania,District 9,Amanda Waldman,False,False,Democrat,91856,30.6,99.0,house
1027,Pennsylvania,District 9,Write-ins,False,False,N/A,123,0.1,99.0,house
1028,Pennsylvania,District 10,Scott Perry,True,True,Republican,168540,54.0,99.0,house
1029,Pennsylvania,District 10,Shamaine Daniels,False,False,Democrat,143554,46.0,99.0,house
1030,Pennsylvania,District 10,Write-ins,False,False,N/A,183,0.1,99.0,house
